minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Humidity,Temperature
1506,spoiled,5.043098638,4.69,1.87,2.41,5.51,1.68,72.24,63.81,3.49,3.77,81.5,37.8
1507,spoiled,5.043098638,4.65,1.9,2.41,5.51,1.7,74.36,66.53,3.58,3.75,81.4,37.8
1508,spoiled,5.043098638,4.63,1.9,2.42,5.48,1.7,72.94,64.47,3.44,3.79,81.4,37.8
1509,spoiled,5.043098638,4.65,1.92,2.41,5.51,1.68,74.36,64.47,3.45,3.82,81.1,37.9
1510,spoiled,5.043098638,4.67,1.92,2.41,5.53,1.68,74.36,66.53,3.52,3.81,81,37.8
1511,spoiled,5.043098638,4.65,1.89,2.41,5.53,1.68,74.36,67.25,3.49,3.79,81.1,37.8
1512,spoiled,5.043098638,4.69,1.89,2.39,5.53,1.68,73.64,65.15,3.56,3.79,80.9,37.7
1513,spoiled,5.043098638,4.67,1.89,2.42,5.48,1.7,74.36,66.53,3.56,3.79,80.8,37.7
1514,spoiled,5.043098638,4.67,1.9,2.41,5.48,1.7,74.36,66.53,3.32,3.84,80.8,37.7
1515,spoiled,5.043098638,4.65,1.42,2.41,5.55,1.68,73.64,65.83,3.37,3.79,80.8,37.7
1516,spoiled,5.043098638,4.69,1.92,2.41,5.53,1.68,72.94,66.53,3.42,3.81,80.8,37.5
1517,spoiled,5.043098638,4.65,1.9,2.41,5.53,1.68,74.36,65.83,3.45,3.84,80.9,37.7
1518,spoiled,5.043098638,4.67,1.89,2.39,5.48,1.68,73.64,66.53,3.28,3.79,81.1,37.7
1519,spoiled,5.043098638,4.67,1.89,2.39,5.51,1.68,72.94,65.15,3.28,3.82,81,37.7
1520,spoiled,5.043098638,4.65,1.9,2.41,5.51,1.68,75.09,65.15,3.3,3.82,81.1,37.8
1521,spoiled,5.043098638,4.69,1.89,2.41,5.48,1.7,74.36,65.15,3.35,3.81,81,37.7
1522,spoiled,5.043098638,4.67,1.9,2.42,5.48,1.7,74.36,67.25,3.38,3.79,81,37.7
1523,spoiled,5.043098638,4.65,1.89,2.41,5.53,1.68,72.24,65.15,3.42,3.81,80.9,37.6
1524,spoiled,5.043098638,4.67,1.92,2.39,5.48,1.7,72.24,64.47,3.45,3.81,80.9,37.6
1525,spoiled,5.043098638,4.71,1.89,2.41,5.53,1.67,73.64,66.53,3.51,3.77,80.9,37.6
1526,spoiled,5.043098638,4.65,1.85,2.42,5.53,1.68,72.24,65.15,3.54,3.79,80.9,37.6
1527,spoiled,5.043098638,4.65,1.89,2.41,5.53,1.66,75.09,65.15,3.16,3.77,81,37.4
1528,spoiled,5.043098638,4.65,1.89,2.39,5.48,1.68,72.94,65.83,3.13,3.75,81.1,37.6
1529,spoiled,5.043098638,4.69,1.86,2.39,5.51,1.68,75.09,63.81,3.16,3.77,81.2,37.6
1530,spoiled,5.043098638,4.67,1.87,2.41,5.51,1.68,72.24,65.15,3.25,3.79,81.3,37.6
1531,spoiled,5.043098638,4.69,1.89,2.41,5.53,1.68,73.64,66.53,3.33,3.77,81.3,37.8
1532,spoiled,5.043098638,4.65,1.89,2.39,5.51,1.68,72.94,64.47,3.38,3.81,81.4,37.6
1533,spoiled,5.043098638,4.67,1.89,2.39,5.48,1.68,72.24,66.53,3.37,3.79,81.1,37.6
1534,spoiled,5.043098638,4.67,1.89,2.42,5.53,1.67,74.36,65.83,3.42,3.81,81.2,37.6
1535,spoiled,5.043098638,4.67,1.89,2.39,5.51,1.66,72.94,63.81,3.1,3.82,81,37.6
1536,spoiled,5.043098638,4.71,1.89,2.41,5.53,1.67,72.94,65.15,3.23,3.81,81,37.6
1537,spoiled,5.043098638,4.69,2.1,2.41,5.53,1.68,72.94,65.15,3.35,3.81,81.1,37.6
1538,spoiled,5.043098638,4.67,1.89,2.41,5.53,1.66,75.83,64.47,3.06,3.81,81.2,37.4
1539,spoiled,5.043098638,4.69,1.89,2.41,5.51,1.7,73.64,64.47,3.16,3.82,81.4,37.5
1540,spoiled,5.043098638,4.69,1.89,2.41,5.55,1.68,73.64,66.53,3.38,3.82,81.5,37.5
1541,spoiled,5.043098638,4.69,1.87,2.39,5.51,1.71,73.64,65.83,3.33,3.84,81.8,37.5
1542,spoiled,5.043098638,4.67,1.89,2.39,5.53,1.67,73.64,64.47,3.45,3.86,82,37.6
1543,spoiled,5.043098638,4.67,1.89,2.41,5.51,1.68,73.64,63.81,3.4,3.86,82,37.5
1544,spoiled,5.043098638,4.69,1.9,2.39,5.51,1.68,72.24,63.81,3.37,3.84,82,37.5
1545,spoiled,5.043098638,4.69,1.87,2.41,5.55,1.68,72.24,65.15,3.52,3.84,82,37.5
1546,spoiled,5.043098638,4.65,1.9,2.41,5.55,1.68,72.94,64.47,3.52,3.88,81.8,37.5
1547,spoiled,5.043098638,4.71,1.89,2.41,5.55,1.68,72.94,63.81,3.44,3.84,81.7,37.4
1548,spoiled,5.043098638,4.73,1.92,2.41,5.53,1.67,74.36,65.83,3.28,3.82,81.6,37.5
1549,spoiled,5.043098638,4.69,1.92,2.41,5.55,1.7,72.94,64.47,3.3,3.88,81.5,37.5
1550,spoiled,5.043098638,4.69,1.89,2.41,5.58,1.7,74.36,65.15,3.35,3.84,81.5,37.5
1551,spoiled,5.043098638,4.67,1.89,2.42,5.53,1.71,72.24,65.15,3.58,3.88,81.5,37.5
1552,spoiled,5.043098638,4.67,1.93,2.39,5.51,1.66,73.64,65.83,3.67,3.97,81.7,37.5
1553,spoiled,5.043098638,4.71,1.9,2.39,5.51,1.7,72.94,64.47,3.49,3.99,81.7,37.6
1554,spoiled,5.043098638,4.65,1.9,2.41,5.53,1.7,74.36,66.53,3.58,4.21,81.7,37.5
1555,spoiled,5.043098638,4.67,1.9,2.41,5.51,1.71,73.64,66.53,3.63,4.35,81.8,37.5
1556,spoiled,5.043098638,4.71,1.87,2.41,5.55,1.68,72.94,65.15,3.45,4.15,81.7,37.5
1557,spoiled,5.043098638,4.65,1.89,2.41,5.51,1.71,72.24,63.81,3.68,4.23,81.7,37.5
1558,spoiled,5.043098638,4.69,1.89,2.41,5.51,1.67,72.24,63.81,3.61,4.19,81.7,37.5
1559,spoiled,5.043098638,4.65,1.89,2.39,5.48,1.68,73.64,64.47,3.68,4.11,81.7,37.5
1560,spoiled,5.043098638,4.69,1.9,2.39,5.53,1.65,74.36,65.83,3.76,4.23,81.7,37.5
1561,spoiled,5.01324015,4.71,1.93,2.41,5.53,1.6,74.36,66.53,3.92,4.09,81.7,37.5
1562,spoiled,5.01324015,4.67,1.89,2.39,5.51,1.58,72.94,66.53,3.49,4.09,81.8,37.5
1563,spoiled,5.01324015,4.65,1.92,2.41,5.55,1.5,69.59,65.15,3.33,4.19,81.7,37.5
1564,spoiled,5.01324015,4.71,1.89,2.41,5.53,1.58,72.24,64.47,3.38,4.11,81.7,37.6
1565,spoiled,5.01324015,4.67,1.9,2.39,5.48,1.62,74.36,65.83,3.25,4.07,81.7,37.5
1566,spoiled,5.01324015,4.69,1.89,2.41,5.53,1.6,75.83,67.25,3.23,4.07,81.7,37.6
1567,spoiled,5.01324015,4.63,1.87,2.39,5.48,1.65,74.36,64.47,3.32,4.09,81.7,37.6
1568,spoiled,5.01324015,4.65,1.89,2.42,5.48,1.65,74.36,65.83,3.33,4.13,81.6,37.6
1569,spoiled,5.01324015,4.69,1.9,2.39,5.53,1.65,74.36,66.53,3.32,4.13,81.6,37.6
1570,spoiled,5.01324015,4.65,1.89,2.39,5.48,1.65,73.64,67.25,3.21,3.86,81.6,37.6
1571,spoiled,5.01324015,4.65,1.9,2.39,5.48,1.64,73.64,65.15,3.13,4.15,81.6,37.5
1572,spoiled,5.01324015,4.67,1.87,2.39,5.48,1.64,72.94,65.15,3.08,4.09,81.6,37.6
1573,spoiled,5.01324015,4.63,1.9,2.41,5.51,1.62,72.94,65.15,3.1,4.05,81.6,37.6
1574,spoiled,5.01324015,4.67,1.87,2.41,5.48,1.64,81.41,67.25,3.06,4.07,81.6,37.6
1575,spoiled,5.01324015,4.69,1.89,2.41,5.53,1.63,75.83,65.83,3.21,4.13,81.6,37.7
1576,spoiled,5.01324015,4.69,1.89,2.39,5.53,1.62,72.94,65.15,3.28,4.07,81.5,37.6
1577,spoiled,5.01324015,4.67,1.87,2.41,5.51,1.6,74.36,67.25,3.35,4.35,81.5,37.6
1578,spoiled,5.01324015,4.67,1.9,2.42,5.51,1.59,74.36,65.15,3.23,4.41,81.6,37.6
1579,spoiled,5.01324015,4.65,1.9,2.42,5.48,1.55,73.64,66.53,3.32,4.37,81.5,37.6
1580,spoiled,5.01324015,4.67,1.9,2.42,5.51,1.55,74.36,65.83,3.35,4.39,81.6,37.6
1581,spoiled,5.01324015,4.65,1.89,2.41,5.48,1.57,73.64,65.83,3.52,4.41,81.7,37.6
1582,spoiled,5.01324015,4.65,1.9,2.42,5.51,1.57,72.94,65.15,3.67,4.41,81.7,37.6
1583,spoiled,5.01324015,4.65,1.9,2.42,5.48,1.57,74.36,65.83,3.68,4.39,81.7,37.6
1584,spoiled,5.01324015,4.65,1.87,2.41,5.48,1.57,75.09,65.83,3.21,4.43,81.7,37.5
1585,spoiled,5.01324015,4.69,1.9,2.41,5.46,1.56,74.36,65.83,3.26,4.37,81.8,37.5
1586,spoiled,5.01324015,4.65,1.89,2.41,5.48,1.58,75.83,66.53,3.21,4.35,81.7,37.7
1587,spoiled,5.01324015,4.63,1.9,2.41,5.48,1.58,75.83,66.53,3.18,4.31,81.7,37.5
1588,spoiled,5.01324015,4.67,1.87,2.39,5.46,1.59,74.36,66.53,3.21,4.47,81.8,37.5
1589,spoiled,5.01324015,4.67,1.87,2.39,5.44,1.6,74.36,66.53,3.21,4.55,81.8,37.5
1590,spoiled,5.01324015,4.67,1.9,2.41,5.44,1.6,72.24,63.81,3.33,4.33,81.9,37.5
1591,spoiled,5.01324015,4.71,1.89,2.41,5.48,1.62,74.36,65.83,3.4,4.37,82,37.5
1592,spoiled,5.01324015,4.67,1.87,2.42,5.48,1.6,73.64,65.15,3.56,4.35,82,37.5
1593,spoiled,5.01324015,4.69,1.89,2.41,5.44,1.58,73.64,65.15,3.26,4.33,81.2,36.7
1594,spoiled,5.01324015,4.71,1.87,2.41,5.48,1.59,72.94,64.47,3.54,4.35,82,37.5
1595,spoiled,5.01324015,4.69,1.86,2.42,5.46,1.58,74.36,67.25,3.67,4.37,82.1,37.5
1596,spoiled,5.01324015,4.67,1.87,2.41,5.44,1.59,72.94,65.83,3.42,4.41,82.1,37.5
1597,spoiled,5.01324015,4.71,1.86,2.39,5.41,1.6,74.36,65.83,3.33,4.35,82,37.5
1598,spoiled,5.01324015,4.69,1.89,2.41,5.44,1.6,72.94,65.83,3.6,4.41,82.1,37.5
1599,spoiled,5.01324015,4.69,1.86,2.42,5.46,1.59,73.64,64.47,3.67,4.45,82.2,37.5
1600,spoiled,5.01324015,4.67,1.87,2.41,5.46,1.6,73.64,63.81,3.61,4.78,82.3,37.2
1601,spoiled,5.01324015,4.69,1.9,2.42,5.44,1.59,72.94,65.83,3.67,4.74,82.3,37.5
1602,spoiled,5.01324015,4.67,1.87,2.41,5.44,1.6,72.24,65.15,3.83,4.93,82.4,37.5
1603,spoiled,5.01324015,4.69,1.87,2.44,5.51,1.62,75.09,66.53,3.98,4.84,82.3,37.5
1604,spoiled,5.01324015,4.71,1.87,2.42,5.48,1.6,75.09,65.83,3.7,4.93,82.2,37.6
1605,spoiled,5.01324015,4.67,1.87,2.42,5.44,1.63,72.94,64.47,3.44,4.84,82.3,37.5
1606,spoiled,5.01324015,4.71,1.87,2.41,5.48,1.6,72.94,65.15,3.37,4.95,82.3,37.5
1607,spoiled,5.01324015,4.67,1.87,2.42,5.48,1.63,74.36,66.53,3.63,4.95,82.3,37.5
1608,spoiled,5.01324015,4.65,1.89,2.42,5.46,1.63,72.24,65.15,3.7,4.61,82.2,37.5
1609,spoiled,5.01324015,4.67,1.87,2.39,5.44,1.68,72.94,65.15,3.7,4.65,82.1,37.5
1610,spoiled,5.01324015,4.69,1.87,2.41,5.46,1.71,74.36,64.47,3.85,5,81.8,37.5
1611,spoiled,5.01324015,4.69,1.89,2.42,5.44,1.66,74.36,65.15,3.96,4.45,81.7,37.5
1612,spoiled,5.01324015,4.69,1.87,2.42,5.44,1.67,74.36,65.83,4.02,4.63,81.5,37.5
1613,spoiled,5.01324015,4.73,1.89,2.41,5.44,1.65,72.24,64.47,3.85,4.84,81.4,37.5
1614,spoiled,5.01324015,4.67,1.9,2.42,5.46,1.6,74.36,65.83,4.19,5.13,81.3,37.5
1615,spoiled,5.01324015,4.73,1.92,2.41,5.44,1.63,73.64,65.15,4.08,5.17,81.1,37.7
1616,spoiled,5.01324015,4.69,1.9,2.42,5.44,1.64,72.94,65.15,4.06,5.2,81.1,37.5
1617,spoiled,5.01324015,4.67,1.9,2.42,5.51,1.62,74.36,65.15,4.02,5.24,81.1,37.5
1618,spoiled,5.01324015,4.69,1.9,2.42,5.44,1.63,72.94,65.15,3.74,5.17,81.1,37.5
1619,spoiled,5.01324015,4.73,1.87,2.41,5.46,1.63,72.24,65.83,3.81,5.2,81.2,37.5
1620,spoiled,5.01324015,4.73,1.9,2.41,5.48,1.62,74.36,66.53,3.54,4.65,81.5,37.5
1621,spoiled,4.996367623,4.69,1.87,2.42,5.51,1.63,72.94,64.47,3.25,5.09,81.7,37.5
1622,spoiled,4.996367623,4.69,1.9,2.39,5.44,1.64,73.64,65.15,3.18,4.95,81.8,37.5
1623,spoiled,4.996367623,4.73,1.9,2.41,5.46,1.63,72.94,65.15,3.33,5.13,82,37.5
1624,spoiled,4.996367623,4.69,1.9,2.41,5.48,1.64,72.94,65.83,3.47,5.22,82.1,37.5
1625,spoiled,4.996367623,4.69,1.87,2.41,5.44,1.6,72.94,65.83,3.52,5.17,82.1,37.5
1626,spoiled,4.996367623,4.69,1.89,2.42,5.51,1.63,74.36,66.53,3.52,5.13,82.1,37.5
1627,spoiled,4.996367623,4.73,1.9,2.42,5.48,1.63,72.94,65.15,3.54,5,82.2,37.5
1628,spoiled,4.996367623,4.69,1.9,2.42,5.48,1.62,74.36,66.53,3.79,5.02,82.2,37.5
1629,spoiled,4.996367623,4.67,1.89,2.42,5.46,1.62,75.09,66.53,3.78,5.24,82.2,37.5
1630,spoiled,4.996367623,4.67,1.89,2.42,5.44,1.63,72.94,65.15,3.76,5.24,82.2,37.5
1631,spoiled,4.996367623,4.67,1.87,2.42,5.48,1.63,74.36,66.53,4.17,5.24,82.3,37.5
1632,spoiled,4.996367623,4.69,1.89,2.42,5.48,1.62,74.36,65.83,4.35,5.13,82.5,37.5
1633,spoiled,4.996367623,4.69,1.86,2.41,5.44,1.62,74.36,65.83,4,5.24,82.5,37.5
1634,spoiled,4.996367623,4.69,1.9,2.41,5.44,1.6,72.24,65.15,3.91,5.22,82.5,37.5
1635,spoiled,4.996367623,4.69,1.9,2.42,5.41,1.58,72.94,64.47,4.23,5.17,82.5,37.5
1636,spoiled,4.996367623,4.71,1.86,2.41,5.37,1.58,72.24,65.83,4.67,5.27,82.5,37.5
1637,spoiled,4.996367623,4.71,1.87,2.41,5.41,1.57,72.24,64.47,4.76,5.27,82.5,37.6
1638,spoiled,4.996367623,4.69,1.89,2.41,5.44,1.56,72.94,64.47,4.27,5.15,82.5,37.5
1639,spoiled,4.996367623,4.69,1.89,2.41,5.39,1.56,73.64,65.15,4.02,5.15,82.5,37.5
1640,spoiled,4.996367623,4.67,1.86,2.44,5.44,1.57,74.36,65.83,4.17,5.2,82.4,37.5
1641,spoiled,4.996367623,4.69,1.87,2.41,5.44,1.56,73.64,65.15,3.7,5.36,82.3,37.6
1642,spoiled,4.996367623,4.67,1.86,2.42,5.41,1.6,72.24,65.15,3.7,5.27,82.4,37.6
1643,spoiled,4.996367623,4.71,1.87,2.41,5.44,1.63,72.24,63.81,3.76,5.22,82.3,37.6
1644,spoiled,4.996367623,4.67,1.89,2.42,5.46,1.6,74.36,65.83,4,5.31,82.2,37.6
1645,spoiled,4.996367623,4.67,1.87,2.44,5.46,1.6,72.94,65.83,4.35,5.38,82.2,37.6
1646,spoiled,4.996367623,4.73,1.9,2.42,5.41,1.62,74.36,65.83,4.63,4.29,82,37.6
1647,spoiled,4.996367623,4.73,1.9,2.33,5.34,1.59,73.64,65.15,4.91,4.33,82.2,37.6
1648,spoiled,4.996367623,4.71,1.87,2.42,5.39,1.57,72.24,63.81,5.1,4.31,82.2,37.6
1649,spoiled,4.996367623,4.71,1.86,2.41,5.37,1.56,73.64,63.81,5.08,4.39,82.3,37.6
1650,spoiled,4.996367623,4.71,1.86,2.42,5.39,1.55,73.64,65.15,3.52,4.39,82.4,37.6
1651,spoiled,4.996367623,4.71,1.86,2.41,5.37,1.54,73.64,63.16,3.98,4.39,83,38.4
1652,spoiled,4.996367623,4.69,1.86,2.41,5.37,1.51,74.36,64.47,3.49,5.29,82.5,37.6
1653,spoiled,4.996367623,4.65,1.86,2.42,5.41,1.54,75.83,65.83,3.45,5.29,82.5,37.6
1654,spoiled,4.996367623,4.65,1.85,2.41,5.41,1.62,75.09,65.15,3.72,5.24,82.6,37.7
1655,spoiled,4.996367623,4.65,1.87,2.41,5.39,1.65,75.09,65.83,3.83,5.24,82.6,37.8
1656,spoiled,4.996367623,4.69,1.83,2.41,5.39,1.63,72.94,63.81,3.91,5.2,82.6,37.7
1657,spoiled,4.996367623,4.63,1.86,2.42,5.41,1.62,74.36,65.83,3.83,5.22,82.6,37.7
1658,spoiled,4.996367623,4.65,1.85,2.42,5.41,1.62,75.09,65.83,3.6,5.09,82.5,37.7
1659,spoiled,4.996367623,4.63,1.85,2.41,5.39,1.62,75.09,65.83,3.63,5.11,82.5,37.7
1660,spoiled,4.996367623,4.67,1.85,2.41,5.39,1.59,75.83,66.53,3.78,5.13,82.5,37.8
1661,spoiled,4.996367623,4.65,1.83,2.41,5.39,1.59,73.64,66.53,3.81,5.2,82.5,37.8
1662,spoiled,4.996367623,4.67,1.85,2.39,5.37,1.59,72.94,64.47,4.09,5.17,82.4,37.6
1663,spoiled,4.996367623,4.63,1.86,2.42,5.34,1.58,75.83,66.53,4.33,5.22,82.4,37.8
1664,spoiled,4.996367623,4.63,1.86,2.42,5.39,1.57,75.09,66.53,4.51,5.22,82.4,37.8
1665,spoiled,4.996367623,4.63,1.85,2.41,5.37,1.57,75.83,63.81,3.83,5.17,82.4,37.8
1666,spoiled,4.996367623,4.69,1.86,2.41,5.39,1.55,73.64,65.83,4.23,5.2,82.9,38
1667,spoiled,4.996367623,4.63,1.83,2.41,5.37,1.56,75.09,66.53,4.25,5.17,82.4,37.8
1668,spoiled,4.996367623,4.63,1.83,2.42,5.39,1.55,75.83,65.83,3.35,5.15,82.4,37.9
1669,spoiled,4.996367623,4.63,1.86,2.41,5.37,1.55,74.36,65.83,3.18,5.15,82.4,37.9
1670,spoiled,4.996367623,4.65,1.86,2.39,5.34,1.55,73.64,65.15,3.11,5.15,82.4,37.9
1671,spoiled,4.996367623,4.67,1.83,2.39,5.28,1.56,73.64,65.15,3.08,5.09,82.4,37.9
1672,spoiled,4.996367623,4.65,1.83,2.39,5.3,1.56,73.64,65.15,3.05,5.09,82.4,37.9
1673,spoiled,4.996367623,4.61,1.85,2.41,5.32,1.55,76.58,67.25,3.11,5.15,82.3,37.9
1674,spoiled,4.996367623,4.63,1.83,2.41,5.34,1.54,75.83,67.25,3.16,5.11,82.8,38
1675,spoiled,4.996367623,4.65,1.87,2.39,5.3,1.57,74.36,64.47,3.37,5.2,82.8,38
1676,spoiled,4.996367623,4.63,1.86,2.36,5.32,1.55,75.83,66.53,3.56,5.17,82.8,38
1677,spoiled,4.996367623,4.65,1.85,2.39,5.28,1.56,75.83,66.53,3.79,5.2,82.8,38
1678,spoiled,4.996367623,4.65,1.83,2.39,5.28,1.55,74.36,65.83,3.98,5.15,82.8,38
1679,spoiled,4.996367623,4.65,1.83,2.41,5.28,1.55,72.94,65.15,4.04,5.2,82.8,38
1680,spoiled,4.996367623,4.63,1.83,2.41,5.32,1.54,74.36,66.53,4.04,5.24,82.2,37.8
1681,spoiled,4.968836675,4.63,1.83,2.41,5.32,1.52,75.09,65.83,3.87,5.22,82.7,38
1682,spoiled,4.968836675,4.61,1.81,2.39,5.28,1.54,73.64,64.47,3.87,5.2,82.7,38
1683,spoiled,4.968836675,4.65,1.85,2.39,5.28,1.54,74.36,67.25,4.04,5.22,82.7,38
1684,spoiled,4.968836675,4.61,1.83,2.41,5.3,1.54,75.09,67.25,4.19,5.24,82.7,38.2
1685,spoiled,4.968836675,4.67,1.83,2.39,5.28,1.54,74.36,65.15,3.35,5.2,82.7,38
1686,spoiled,4.968836675,4.61,1.85,2.39,5.25,1.54,75.83,65.83,3.32,5.17,82.7,38
1687,spoiled,4.968836675,4.61,1.82,2.41,5.28,1.52,74.36,65.83,3.65,5.17,82.7,38
1688,spoiled,4.968836675,4.63,1.85,2.41,5.28,1.51,75.09,66.53,3.54,5.22,82.7,38
1689,spoiled,4.968836675,4.63,1.83,2.39,5.25,1.54,75.09,65.83,3.7,5.22,82.8,38
1690,spoiled,4.968836675,4.63,1.85,2.39,5.25,1.55,75.09,65.83,3.92,5.33,82.8,38
1691,spoiled,4.968836675,4.65,1.82,2.39,5.25,1.54,73.64,65.15,4.11,5.17,82.9,38
1692,spoiled,4.968836675,4.61,1.81,2.39,5.28,1.52,72.24,64.47,4.31,5.13,83,38
1693,spoiled,4.968836675,4.65,1.81,2.39,5.28,1.55,72.94,65.15,4.63,5.17,83,38
1694,spoiled,4.968836675,4.61,1.82,2.39,5.25,1.54,72.94,64.47,4.93,5.2,83.1,38
1695,spoiled,4.968836675,4.63,1.85,2.39,5.28,1.52,72.94,65.15,5.02,5.22,83,38
1696,spoiled,4.968836675,4.63,1.83,2.39,5.28,1.51,73.64,64.47,4.87,5.22,83,38.1
1697,spoiled,4.968836675,4.63,1.79,2.39,5.25,1.52,73.64,65.83,4.84,5.22,83,38.1
1698,spoiled,4.968836675,4.65,1.85,2.39,5.28,1.51,74.36,65.83,4.93,5.27,82.3,37.9
1699,spoiled,4.968836675,4.67,1.83,2.39,5.25,1.5,72.94,65.83,5.24,5.31,82.7,38.1
1700,spoiled,4.968836675,4.63,1.86,2.39,5.3,1.52,73.64,63.81,5.42,5.33,82.5,38.1
1701,spoiled,4.968836675,4.63,1.83,2.41,5.25,1.4,67.09,65.15,4.43,5.29,82.3,38.1
1702,spoiled,4.968836675,4.65,1.83,2.39,5.3,1.51,72.24,65.15,4.87,5.31,82.3,38.2
1703,spoiled,4.968836675,4.63,1.85,2.39,5.34,1.51,72.24,63.81,5.28,5.27,82.3,38.1
1704,spoiled,4.968836675,4.67,1.85,2.42,5.34,1.54,72.94,63.81,5.56,5.27,82.4,38.1
1705,spoiled,4.968836675,4.67,1.83,2.39,5.32,1.51,72.94,66.53,5.61,5.33,82.5,38.1
1706,spoiled,4.968836675,4.65,1.85,2.39,5.3,1.54,72.24,65.15,5.77,5.31,82.7,38.1
1707,spoiled,4.968836675,4.65,1.82,2.39,5.3,1.51,72.94,66.53,5.65,5.29,82.7,38.1
1708,spoiled,4.968836675,4.63,1.85,2.41,5.3,1.54,74.36,66.53,5.49,5.27,82.7,38.1
1709,spoiled,4.968836675,4.65,1.82,2.39,5.3,1.54,72.94,65.15,5.42,5.27,82.7,38.3
1710,spoiled,4.968836675,4.65,1.83,2.39,5.3,1.51,74.36,66.53,5.56,5.29,82.7,38.1
1711,spoiled,4.968836675,4.63,1.85,2.39,5.32,1.52,73.64,65.15,5.61,5.29,82.7,38.1
1712,spoiled,4.968836675,4.63,1.85,2.39,5.3,1.54,74.36,66.53,5.8,5.31,82.8,38.1
1713,spoiled,4.968836675,4.65,1.85,2.41,5.34,1.52,75.83,66.53,4.63,5.33,82.6,38.1
1714,spoiled,4.968836675,4.65,1.82,2.41,5.3,1.54,73.64,66.53,5.06,5.29,82.7,38.1
1715,spoiled,4.968836675,4.67,1.85,2.41,5.32,1.54,74.36,65.83,5.35,5.33,82.7,38.1
1716,spoiled,4.968836675,4.63,1.83,2.41,5.34,1.52,73.64,65.83,5.51,5.31,82.8,38.1
1717,spoiled,4.968836675,4.67,1.85,2.39,5.28,1.51,74.36,65.15,5.77,5.33,82.9,38.1
1718,spoiled,4.968836675,4.65,1.83,2.39,5.28,1.51,74.36,66.53,6.3,5.33,83,38.1
1719,spoiled,4.968836675,4.59,1.85,2.41,5.28,1.54,72.94,63.81,6.7,5.31,83,38.1
1720,spoiled,4.968836675,4.63,1.85,2.41,5.3,1.52,74.36,66.53,6.64,5.33,83,38.1
1721,spoiled,4.968836675,4.65,1.81,2.39,5.28,1.51,75.09,63.81,4.25,5.29,83.1,38.1
1722,spoiled,4.968836675,4.67,1.78,2.39,5.25,1.52,74.36,65.83,4.19,5.36,83,38.1
1723,spoiled,4.968836675,4.63,1.81,2.41,5.25,1.52,75.09,65.83,3.7,5.33,82.5,37.9
1724,spoiled,4.968836675,4.65,1.82,2.39,5.21,1.52,73.64,65.15,3.18,5.27,83,38.1
1725,spoiled,4.968836675,4.59,1.82,2.41,5.25,1.5,74.36,67.25,3.38,5.29,83,38.1
1726,spoiled,4.968836675,4.61,1.82,2.41,5.21,1.49,72.94,63.81,3.61,5.29,83.1,38.2
1727,spoiled,4.968836675,4.61,1.78,2.39,5.21,1.5,73.64,67.25,3.89,5.29,83,38.3
1728,spoiled,4.968836675,4.59,1.81,2.41,5.23,1.52,76.58,67.25,3.45,5.33,83.1,38.2
1729,spoiled,4.968836675,4.63,1.82,2.39,5.21,1.51,73.64,65.83,3.83,5.31,83.1,38.2
1730,spoiled,4.968836675,4.59,1.82,2.41,5.21,1.52,73.64,65.15,4.11,5.31,83.1,38.2
1731,spoiled,4.968836675,4.61,1.82,2.39,5.23,1.5,74.36,67.25,3.7,5.31,83.1,38.2
1732,spoiled,4.968836675,4.59,1.83,2.39,5.25,1.5,72.94,66.53,3.87,5.31,83.2,38.2
1733,spoiled,4.968836675,4.59,1.82,2.39,5.23,1.5,72.94,73.48,3.96,5.29,83.2,38.2
1734,spoiled,4.968836675,4.52,1.82,2.39,5.21,1.52,73.64,64.47,4.17,5.33,83.1,38.4
1735,spoiled,4.968836675,4.54,1.81,2.39,5.21,1.52,74.36,65.15,4.41,5.36,83.1,38.2
1736,spoiled,4.968836675,4.54,1.83,2.39,5.21,1.5,73.64,65.15,4.65,5.31,83.1,38.2
1737,spoiled,4.968836675,4.59,1.79,2.39,5.23,1.51,74.36,65.15,4.39,5.29,83.1,38.2
1738,spoiled,4.968836675,4.61,1.82,2.39,5.21,1.51,75.09,65.15,4.63,5.27,83.1,38.2
1739,spoiled,4.968836675,4.61,1.81,2.39,5.21,1.52,73.64,65.15,5.08,5.29,83.1,38.2
1740,spoiled,4.968836675,4.59,1.78,2.39,5.23,1.5,74.36,65.15,5.44,5.29,83.2,38.2
1741,spoiled,4.940482989,4.61,1.82,2.39,5.23,1.5,74.36,65.15,5.75,5.17,83.1,38.2
1742,spoiled,4.940482989,4.65,1.78,2.38,5.21,1.5,75.09,66.53,5.95,5.2,83.2,38.3
1743,spoiled,4.940482989,4.65,1.79,2.39,5.19,1.49,74.36,66.53,5.85,5.2,83.2,38.2
1744,spoiled,4.940482989,4.59,1.78,2.41,5.23,1.49,73.64,65.15,5.44,5.22,83.3,38.2
1745,spoiled,4.940482989,4.65,1.81,2.41,5.21,1.49,72.94,65.15,5.61,5.22,83.3,38.3
1746,spoiled,4.940482989,4.65,1.82,2.39,5.19,1.49,73.64,64.47,5.8,5.24,83.3,38.3
1747,spoiled,4.940482989,4.61,1.78,2.39,5.21,1.52,73.64,64.47,6.3,5.22,83.3,38.3
